quarter,months,n_models,mean_score,variance,std,ceiling_compression,kendall_tau,score_range_90_10,max_score,min_score
2022Q1,0.0,17,0.11310622653316642,3.5278890795280127e-05,0.005939603589068898,0.4953703703703828,,0.013181515957446821,0.1240857712765957,0.1
2022Q2,2.9566360052562417,8,0.11277219082446806,9.270802295386143e-06,0.003044799220865991,0.9918367346938832,,0.006474401595744736,0.116439494680851,0.108626994680851
2022Q4,8.968462549277266,8,0.17068026928191482,0.002158741080451813,0.04646225436256632,0.8799287713050112,,0.1012882313829787,0.2342918882978723,0.1097905585106382
2023Q1,11.990801576872535,14,0.12514841375379934,0.0013049319154090579,0.036123841371164526,-11.206611570247835,,0.015791223404255345,0.2493351063829787,0.1108710106382978
2023Q2,14.947437582128778,26,0.14273795519639929,0.002865300893692245,0.05352850543114617,-1.3954869358669817,,0.11361369680851072,0.3077626329787234,0.1101230053191489
2023Q3,17.936925098554532,36,0.2290927895981087,0.008251278333624129,0.09083654734535064,-0.5259082787373426,,0.2034574468085106,0.5836934840425532,0.1077958776595744
2023Q4,20.9592641261498,75,0.27003656914893615,0.007716980604015612,0.08784634656043251,0.23991832567636484,,0.2524767287234043,0.4534574468085106,0.1096243351063829
2024Q1,23.98160315374507,145,0.2721422643066765,0.008940759397887734,0.09455558892993969,0.11721728081321392,,0.23470744680851066,0.5324966755319149,0.1048869680851063
2024Q2,26.971090670170828,465,0.33449430908258976,0.009500168475081049,0.09746880770318804,0.12499999999999989,,0.25799534574468086,0.5730551861702128,0.1077958776595744
2024Q3,29.96057818659658,663,0.3338613370880267,0.01059969483144245,0.10295481936967521,0.013157894736841924,,0.2811003989361702,0.7012134308510638,0.1095412234042553
2024Q4,32.98291721419185,1116,0.3400276979428811,0.01600521257783733,0.1265117092519002,0.45730228044638566,,0.3677692819148937,0.7303025265957447,0.1060505319148936
2025Q1,36.00525624178712,1472,0.33027703975991557,0.02071990760253352,0.14394411277483188,0.8347450980392157,,0.41320644946808516,0.6153590425531915,0.1041389627659574
