quarter,months,n_models,mean_score,variance,std,ceiling_compression,kendall_tau,score_range_90_10,max_score,min_score
2022Q1,0.0,17,0.18530140549949947,0.0026925863975033864,0.05189013776724231,0.3939349748249995,,0.12026556204204841,0.2589628851447493,0.0611001032815152
2022Q2,2.9566360052562417,8,0.16317274276696936,0.005447170150363765,0.07380494665240105,0.9435793622441239,,0.15763573983696597,0.2586880587951081,0.0620243176992601
2022Q4,8.968462549277266,8,0.19883741805077193,0.0008467642597123852,0.029099214073792186,0.9607403653287472,,0.0649166433950806,0.2237418937308563,0.1524255641697363
2023Q1,11.990801576872535,14,0.2023434328850624,0.0015801451463609403,0.03975103956327357,0.8876201551346603,,0.08320910739061244,0.2471475684517081,0.1055388591160343
2023Q2,14.947437582128778,26,0.20153892526530456,0.004102197417040572,0.0640483990201205,0.4728587041084723,,0.1350267290788441,0.3343506340953115,0.0412161952508233
2023Q3,17.936925098554532,36,0.29432587632912766,0.02078010304967483,0.1441530542502476,0.5247494346575841,,0.30793405940681834,0.8437047035199936,0.1357885964795631
2023Q4,20.9592641261498,75,0.36175259422776007,0.02347460923108097,0.1532142592289666,0.8855566971751364,,0.38911887126158606,0.603678240402133,0.0256541532023918
2024Q1,23.98160315374507,145,0.3571590839790223,0.02268749107624586,0.15062367369124238,0.7791881947041026,,0.3782228930349251,0.6748194789824333,0.0039218163362101
2024Q2,26.971090670170828,465,0.44595007429302835,0.02842350937625311,0.16859273227589947,0.37668554545733357,,0.4718506895038499,0.8208486814984242,0.0
2024Q3,29.96057818659658,663,0.462968964579593,0.0418060965770704,0.20446539212558784,0.6962972027116323,,0.5540375093640433,0.8668854195756149,0.0045213367199031
2024Q4,32.98291721419185,1116,0.4918302275080141,0.04340259924440524,0.20833290485279862,0.8110449659763854,,0.5775481278563102,0.8997581971391464,0.0
2025Q1,36.00525624178712,1472,0.4477866862160034,0.044501266507667975,0.2109532329870011,0.7476601034193788,,0.5844611187205504,0.8577928784513978,0.0081683267064721
