quarter,n_models,mean_score,std_score,min_score,max_score
2022Q1,17,0.11310622653316643,0.0059396035890688995,0.1,0.1240857712765957
2022Q2,8,0.11277219082446806,0.003044799220865992,0.108626994680851,0.116439494680851
2022Q3,1,0.1146941489361702,,0.1146941489361702,0.1146941489361702
2022Q4,8,0.17068026928191482,0.04646225436256633,0.1097905585106382,0.2342918882978723
2023Q1,14,0.12514841375379934,0.03612384137116453,0.1108710106382978,0.2493351063829787
2023Q2,26,0.1427379551963993,0.053528505431146164,0.1101230053191489,0.3077626329787234
2023Q3,36,0.2290927895981087,0.09083654734535064,0.1077958776595744,0.5836934840425532
2023Q4,75,0.27003656914893615,0.08784634656043248,0.1096243351063829,0.4534574468085106
2024Q1,145,0.27214226430667643,0.09455558892993968,0.1048869680851063,0.5324966755319149
2024Q2,465,0.33449430908258976,0.09746880770318804,0.1077958776595744,0.5730551861702128
2024Q3,663,0.3338613370880267,0.10295481936967521,0.1095412234042553,0.7012134308510638
2024Q4,1116,0.34002769794288107,0.12651170925190017,0.1060505319148936,0.7303025265957447
2025Q1,1472,0.33027703975991557,0.14394411277483185,0.1041389627659574,0.6153590425531915
