quarter,n_models,mean_score,std_score,min_score,max_score
2022Q1,17,0.18530140549949947,0.0518901377672423,0.0611001032815152,0.2589628851447493
2022Q2,8,0.1631727427669694,0.07380494665240103,0.0620243176992601,0.2586880587951081
2022Q3,1,0.1492030035860406,,0.1492030035860406,0.1492030035860406
2022Q4,8,0.1988374180507719,0.029099214073792196,0.1524255641697363,0.2237418937308563
2023Q1,14,0.2023434328850624,0.039751039563273576,0.1055388591160343,0.2471475684517081
2023Q2,26,0.20153892526530456,0.06404839902012051,0.0412161952508233,0.3343506340953115
2023Q3,36,0.29432587632912766,0.1441530542502476,0.1357885964795631,0.8437047035199936
2023Q4,75,0.36175259422776007,0.1532142592289666,0.0256541532023918,0.603678240402133
2024Q1,145,0.35715908397902224,0.15062367369124238,0.0039218163362101,0.6748194789824333
2024Q2,465,0.44595007429302835,0.16859273227589947,0.0,0.8208486814984242
2024Q3,663,0.462968964579593,0.20446539212558784,0.0045213367199031,0.8668854195756149
2024Q4,1116,0.491830227508014,0.20833290485279868,0.0,0.8997581971391464
2025Q1,1472,0.4477866862160035,0.21095323298700114,0.0081683267064721,0.8577928784513978
